,Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
268,01/26/2014,TOYT,4D,,GRY,6PRJ884,CA,10300 S. Doty,(773) 568-8495 ,2728495
269,01/26/2014,FORD,4D,,BLU,K441459,IL,10300 S. Doty,(773) 568-8495 ,2728494
270,01/26/2014,SUBA,4D,,GRY,S986092,IL,10300 S. Doty,(773) 568-8495 ,2728490
271,01/26/2014,CHEV,LL,,BLK,X942152,IL,10300 S. Doty,(773) 568-8495 ,2728487
272,01/26/2014,FORD,LL,,BLK,X301675,IL,10300 S. Doty,(773) 568-8495 ,2728484
273,01/26/2014,BUIC,4D,,GRY,838P841,IL,10300 S. Doty,(773) 568-8495 ,2728492
274,01/26/2014,NISS,4D,,WHI,L944138,IL,701 N. Sacramento,(773) 265-7605,6772924
275,01/26/2014,VOLK,LL,,WHI,P748700,IL,701 N. Sacramento,(773) 265-7605,6772920
276,01/26/2014,CHEV,4D,,SIL,L572195,IL,701 N. Sacramento,(773) 265-7605,6772909
277,01/26/2014,DODG,4D,,BLK,R122091,IL,701 N. Sacramento,(773) 265-7605,6772910
278,01/26/2014,CHRY,VN,,BLK,R294447,IL,701 N. Sacramento,(773) 265-7605,6772881
279,01/26/2014,LEXS,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6772901
280,01/26/2014,DODG,VN,,GRY,G940596,IL,701 N. Sacramento,(773) 265-7605,6772869
281,01/26/2014,CHEV,4D,,BLK,R979650,IL,701 N. Sacramento,(773) 265-7605,6772868
282,01/26/2014,FORD,LL,,GRY,P538740,IL,701 N. Sacramento,(773) 265-7605,6772893
283,01/26/2014,LEXS,4D,,MAR,665SWZ,TX,701 N. Sacramento,(773) 265-7605,6772887
284,01/26/2014,HYUN,4D,,BLK,HW4245,IN,10300 S. Doty,(773) 568-8495 ,6772886
285,01/26/2014,CHEV,LL,,GRY,H908566,IL,701 N. Sacramento,(773) 265-7605,6772883
286,01/26/2014,CHEV,4D,,BLK,978P072,IL,10300 S. Doty,(773) 568-8495 ,6772866
287,01/26/2014,CHEV,LL,,BLK,R478373,IL,701 N. Sacramento,(773) 265-7605,6772865
288,01/26/2014,DODG,4D,,BLK,H814345,IL,701 N. Sacramento,(773) 265-7605,6772864
289,01/26/2014,MITS,4D,,BLK,CDX7994,TX,10300 S. Doty,(773) 568-8495 ,2728479
290,01/26/2014,FORD,4D,,BLK,GAJ7241,NY,10300 S. Doty,(773) 568-8495 ,2728477
291,01/26/2014,FORD,4D,,RED,977P621,IL,10300 S. Doty,(773) 568-8495 ,2728471
292,01/26/2014,BUIC,4D,,BLK,L920517,IL,10300 S. Doty,(773) 568-8495 ,2728472
293,01/26/2014,HOND,4D,,GRY,H928719,IL,10300 S. Doty,(773) 568-8495 ,2728457
294,01/26/2014,CADI,LL,,BGE,VVN765,IL,701 N. Sacramento,(773) 265-7605,6772863
295,01/26/2014,VOLK,4D,,BLU,S417992,IL,701 N. Sacramento,(773) 265-7605,6772861
296,01/26/2014,BUIC,4D,,BGE,N640245,IL,10300 S. Doty,(773) 568-8495 ,2728531
297,01/26/2014,NISS,4D,,YEL,8451746,IL,10300 S. Doty,(773) 568-8495 ,2728529
298,01/25/2014,VOLK,LL,,SIL,243R557,IL,10300 S. Doty,(773) 568-8495 ,2728454
299,01/25/2014,LINC,LM,,WHI,S212619,IL,701 N. Sacramento,(773) 265-7605,6772852
300,01/25/2014,DODG,4D,,RED,R596108,IL,10300 S. Doty,(773) 568-8495 ,2728453
301,01/25/2014,PONT,4D,,BLK,,IN,10300 S. Doty,(773) 568-8495 ,2728452
302,01/25/2014,FORD,4D,,MAR,734P765,IL,701 N. Sacramento,(773) 265-7605,6772849
303,01/25/2014,FORD,4D,,WHI,15279PT,IL,701 N. Sacramento,(773) 265-7605,6772853
304,01/25/2014,FORD,VN,TK,TAN,963P411,IL,10300 S. Doty,(773) 568-8495 ,2728448
305,01/25/2014,NISS,LL,,MAR,R604522,IL,10300 S. Doty,(773) 568-8495 ,2728450
306,01/25/2014,CHRY,2D,,GRN,11589929,GA,10300 S. Doty,(773) 568-8495 ,2728446
307,01/25/2014,KIA,4D,,RED,S824269,IL,10300 S. Doty,(773) 568-8495 ,2728445
308,01/25/2014,BUIC,4D,,BLU,112R268,IL,701 N. Sacramento,(773) 265-7605,6772851
309,01/25/2014,GMC,VN,,GRY,672P778,IL,701 N. Sacramento,(773) 265-7605,6772850
310,01/25/2014,AUDI,2D,,BLU,R608118,IL,701 N. Sacramento,(773) 265-7605,6772847
311,01/25/2014,CHEV,2D,,BLU,R128615,IL,701 N. Sacramento,(773) 265-7605,6772846
312,01/25/2014,CHEV,PK,TK,GRY,177R041,IL,701 N. Sacramento,(773) 265-7605,6772841
313,01/25/2014,OLDS,VN,TK,SIL,,IL,701 N. Sacramento,(773) 265-7605,6772845
314,01/25/2014,FORD,4D,,GRN,VUO601,IN,701 N. Sacramento,(773) 265-7605,6772844
315,01/25/2014,NISS,4D,,GRY,R264060,IL,701 N. Sacramento,(773) 265-7605,6772843
316,01/25/2014,DODG,4D,,SIL,N671835,IL,10300 S. Doty,(773) 568-8495 ,2728443
317,01/25/2014,DODG,VN,TK,RED,,,10300 S. Doty,(773) 568-8495 ,2728444
318,01/25/2014,CHEV,4D,,TAN,786P496,IL,701 N. Sacramento,(773) 265-7605,6772842
319,01/25/2014,CHEV,4D,,GRN,S229504,IL,10300 S. Doty,(773) 568-8495 ,2728440
320,01/25/2014,OLDS,4D,,TAN,N640728,IL,10300 S. Doty,(773) 568-8495 ,2728441
321,01/25/2014,CHRY,4D,,SIL,L721548,IL,10300 S. Doty,(773) 568-8495 ,2728438
322,01/25/2014,DODG,VN,TK,BLK,AZR3803,AZ,400 E. Lower Wacker,(312) 744-7550,900145
323,01/25/2014,INFI,4D,,BLK,R615000,IL,10300 S. Doty,(773) 568-8495 ,2728437
324,01/25/2014,FORD,4D,,MAR,R195756,IL,10300 S. Doty,(773) 568-8495 ,2728436
325,01/25/2014,TOYT,4D,,WHI,N653584,IL,10300 S. Doty,(773) 568-8495 ,2728385
326,01/25/2014,VOLK,4D,,BLK,A782126,IL,701 N. Sacramento,(773) 265-7605,6772839
327,01/25/2014,CHEV,LL,TK,WHI,K834746,IL,701 N. Sacramento,(773) 265-7605,6772838
328,01/25/2014,CADI,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495 ,2728435
329,01/25/2014,KIA,4D,,BLK,S335272,IL,10300 S. Doty,(773) 568-8495 ,2728434
330,01/25/2014,CHEV,4D,,WHI,H711171,IL,10300 S. Doty,(773) 568-8495 ,2728433
331,01/25/2014,MERC,LL,,RED,S172706,IL,10300 S. Doty,(773) 568-8495 ,2728432
332,01/25/2014,CHRY,4D,,TAN,G900659,IL,10300 S. Doty,(773) 568-8495 ,2728317
333,01/25/2014,CHEV,LL,,BRO,175R480,IL,701 N. Sacramento,(773) 265-7605,6772836
334,01/25/2014,CHEV,LL,,BLU,2116IQ,IL,10300 S. Doty,(773) 568-8495 ,2728469
335,01/25/2014,PLYM,VN,,GRN,H277111,IL,10300 S. Doty,(773) 568-8495 ,2728421
336,01/25/2014,FORD,4D,,GRY,R986097,IL,10300 S. Doty,(773) 568-8495 ,2728409
337,01/25/2014,MERC,4D,,WHI,N117995,IL,10300 S. Doty,(773) 568-8495 ,2728428
338,01/25/2014,CHEV,2D,,TAN,K531874,IL,10300 S. Doty,(773) 568-8495 ,2728458
339,01/25/2014,DODG,4D,,GRY,H718876,IL,10300 S. Doty,(773) 568-8495 ,2728345
340,01/25/2014,PONT,VN,,TAN,S141937,IL,10300 S. Doty,(773) 568-8495 ,2728464
341,01/25/2014,TOYT,4D,,TAN,H828025,IL,10300 S. Doty,(773) 568-8495 ,2728425
342,01/25/2014,FORD,LL,TK,WHI,R195480,IL,10300 S. Doty,(773) 568-8495 ,2728427
343,01/25/2014,JEEP,LL,,GRN,R979224,IL,10300 S. Doty,(773) 568-8495 ,2728431
344,01/25/2014,CHEV,2D,,BLK,R595395,IL,10300 S. Doty,(773) 568-8495 ,2728420
345,01/25/2014,NISS,4D,,BLU,R224507,IL,10300 S. Doty,(773) 568-8495 ,2728430
346,01/25/2014,FORD,4D,,RED,Y635016,IL,10300 S. Doty,(773) 568-8495 ,2728426
347,01/25/2014,BUIC,LL,,MAR,N926381,IL,10300 S. Doty,(773) 568-8495 ,2728424
348,01/25/2014,NISS,4D,,BLK,L717772,IL,10300 S. Doty,(773) 568-8495 ,2728423
349,01/25/2014,CHEV,4D,,BLU,P580455,IL,10300 S. Doty,(773) 568-8495 ,2728422
350,01/25/2014,MITS,PK,,BLU,76040X,IL,10300 S. Doty,(773) 568-8495 ,2728419
351,01/25/2014,FORD,4D,,TAN,S475861,IL,10300 S. Doty,(773) 568-8495 ,2728418
352,01/25/2014,CHEV,4D,,MAR,R503562,IL,10300 S. Doty,(773) 568-8495 ,2728417
353,01/25/2014,MERC,4D,,BLK,L615057,IL,701 N. Sacramento,(773) 265-7605,6772833
354,01/25/2014,LINC,4D,,TAN,N537905,IL,701 N. Sacramento,(773) 265-7605,6772832
355,01/25/2014,CHEV,VN,,RED,6075792,IL,701 N. Sacramento,(773) 265-7605,6772780
356,01/25/2014,TOYT,4D,,SIL,S333508,IL,701 N. Sacramento,(773) 265-7605,6772835
357,01/25/2014,FORD,LL,,YEL,,IL,701 N. Sacramento,(773) 265-7605,6772834
358,01/25/2014,DODG,4D,,MAR,R335336,IL,701 N. Sacramento,(773) 265-7605,6772740
359,01/25/2014,KIA,VN,,TAN,PRAIZB2,IL,10300 S. Doty,(773) 568-8495 ,2728415
360,01/25/2014,HOND,4D,,GRN,L691634,IL,10300 S. Doty,(773) 568-8495 ,2728414
361,01/25/2014,PONT,2D,,SIL,R800587,IL,10300 S. Doty,(773) 568-8495 ,2728412
362,01/25/2014,SAA,2D,,SIL,R497340,IL,10300 S. Doty,(773) 568-8495 ,2728413
363,01/25/2014,HYUN,4D,,BLK,K150416,IL,10300 S. Doty,(773) 568-8495 ,2728411
364,01/25/2014,FORD,LL,,BLU,R972021,IL,10300 S. Doty,(773) 568-8495 ,2728408
365,01/25/2014,CHEV,4D,,PNK,S276882,IL,10300 S. Doty,(773) 568-8495 ,2728410
366,01/25/2014,BUIC,4D,,RED,R425149,IL,701 N. Sacramento,(773) 265-7605,6772779
367,01/25/2014,BMW,4D,,BLK,S252084,IL,701 N. Sacramento,(773) 265-7605,6772778
368,01/25/2014,TOYT,4D,,WHI,N928321,IL,701 N. Sacramento,(773) 265-7605,6772777
369,01/25/2014,TOYT,4D,,BGE,P605001,IL,701 N. Sacramento,(773) 265-7605,6772776
370,01/25/2014,CHEV,4D,,SIL,N765588,IL,10300 S. Doty,(773) 568-8495 ,2728405
371,01/25/2014,CHEV,4D,,BLK,R757137,IL,10300 S. Doty,(773) 568-8495 ,2728404
372,01/25/2014,MERZ,4D,,BLK,L373253,IL,701 N. Sacramento,(773) 265-7605,6772775
373,01/25/2014,SUBA,4D,,GRY,L662960,IL,701 N. Sacramento,(773) 265-7605,6772774
374,01/25/2014,HYUN,4D,,GRY,R417311,IL,701 N. Sacramento,(773) 265-7605,6772773
375,01/25/2014,ISU,LL,,BLK,R485872,IL,701 N. Sacramento,(773) 265-7605,6772771
376,01/25/2014,CHRY,4D,,BLK,N642127,IL,10300 S. Doty,(773) 568-8495 ,2728402
377,01/25/2014,MERC,4D,,SIL,L927951,IL,10300 S. Doty,(773) 568-8495 ,2728407
378,01/25/2014,CHEV,4D,,GRN,R726701,IL,10300 S. Doty,(773) 568-8495 ,2728406
379,01/25/2014,CHRY,VN,,BLU,R135423,IL,10300 S. Doty,(773) 568-8495 ,2728390
380,01/25/2014,MERC,4D,,GRY,K718587,IL,701 N. Sacramento,(773) 265-7605,6772772
381,01/25/2014,MERC,4D,,GLD,P270773,IL,701 N. Sacramento,(773) 265-7605,6772770
382,01/25/2014,CHEV,LL,,TAN,K519903,IL,10300 S. Doty,(773) 568-8495 ,2728401
383,01/25/2014,MITS,4D,,WHI,594LLS,IN,10300 S. Doty,(773) 568-8495 ,2728386
384,01/25/2014,CHEV,4D,,TAN,N636225,IL,10300 S. Doty,(773) 568-8495 ,2728388
385,01/25/2014,VOLV,4D,,GRY,K377973,IL,10300 S. Doty,(773) 568-8495 ,2728403
386,01/25/2014,DODG,VN,,WHI,279458,IL,10300 S. Doty,(773) 568-8495 ,2728389
387,01/25/2014,CHEV,4D,,SIL,H728183,IL,10300 S. Doty,(773) 568-8495 ,2728387
388,01/25/2014,DODG,VN,,RED,R743326,IL,400 E. Lower Wacker,(312) 744-7550,2728384
389,01/25/2014,DODG,2D,,BLU,R958963,IL,701 N. Sacramento,(773) 265-7605,6772768
390,01/25/2014,MERC,4D,,MAR,R131706,IL,10300 S. Doty,(773) 568-8495 ,2728377
391,01/25/2014,GMC,LL,,BLU,P409515,IL,10300 S. Doty,(773) 568-8495 ,2728379
392,01/25/2014,LINC,4D,,SIL,S208496,IL,10300 S. Doty,(773) 568-8495 ,2728378
393,01/25/2014,HYUN,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495 ,2728375
394,01/25/2014,MITS,4D,,SIL,A411909,IL,10300 S. Doty,(773) 568-8495 ,2728400
395,01/25/2014,TOYT,4D,,BLK,X148756,IL,10300 S. Doty,(773) 568-8495 ,2728382
396,01/25/2014,PONT,4D,,BLK,N919849,IL,10300 S. Doty,(773) 568-8495 ,2728373
397,01/25/2014,JEEP,LL,,BLK,N202786,IL,10300 S. Doty,(773) 568-8495 ,2728372
398,01/25/2014,CHRY,VN,,,,IL,10300 S. Doty,(773) 568-8495 ,2728371
399,01/25/2014,CHRY,VN,,TAN,R320631,IL,10300 S. Doty,(773) 568-8495 ,2728360
400,01/25/2014,KIA,VN,,TAN,N491713,IL,10300 S. Doty,(773) 568-8495 ,2728357
401,01/25/2014,FORD,4D,,TAN,H826374,IL,10300 S. Doty,(773) 568-8495 ,2728381
402,01/25/2014,MERC,4D,,GRN,N906156,IL,10300 S. Doty,(773) 568-8495 ,2728380
403,01/25/2014,CHEV,4D,,SIL,S338096,IL,10300 S. Doty,(773) 568-8495 ,2728374
404,01/25/2014,HOND,4D,,WHI,314BAS,IN,10300 S. Doty,(773) 568-8495 ,2728394
405,01/25/2014,CHRY,VN,,TAN,N755726,IL,10300 S. Doty,(773) 568-8495 ,2728398
406,01/25/2014,CADI,4D,,BLK,S631366,IL,701 N. Sacramento,(773) 265-7605,6772767
407,01/25/2014,LINC,LL,,BLU,L745210,IL,701 N. Sacramento,(773) 265-7605,6772766
408,01/25/2014,NISS,4D,,GLD,230R852,IL,701 N. Sacramento,(773) 265-7605,6772762
409,01/25/2014,BUIC,4D,,MAR,R498279,IL,701 N. Sacramento,(773) 265-7605,6772764
410,01/25/2014,DODG,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6772761
411,01/25/2014,FORD,4D,,GLD,A312965,IL,701 N. Sacramento,(773) 265-7605,6772765
412,01/25/2014,MERC,4D,,BLK,A292753,IL,10300 S. Doty,(773) 568-8495 ,2728364
413,01/25/2014,CHEV,LL,,SIL,A851762,IL,10300 S. Doty,(773) 568-8495 ,2728363
414,01/25/2014,FORD,4D,,SIL,L928293,IL,10300 S. Doty,(773) 568-8495 ,2728367
415,01/25/2014,CHEV,LL,,GLD,S141544,IL,10300 S. Doty,(773) 568-8495 ,2728366
416,01/25/2014,CHRY,LL,,BLK,P344134,IL,10300 S. Doty,(773) 568-8495 ,2728365
417,01/25/2014,NISS,2D,,WHI,R470141,IL,701 N. Sacramento,(773) 265-7605,6772760
418,01/25/2014,FORD,2D,,RED,H906499,IL,701 N. Sacramento,(773) 265-7605,6772757
419,01/25/2014,MERZ,4D,,WHI,S653184,IL,701 N. Sacramento,(773) 265-7605,6772756
420,01/25/2014,BUIC,4D,,SIL,N902251,IL,701 N. Sacramento,(773) 265-7605,6772758
421,01/25/2014,TOYT,2D,,WHI,CML2170,MI,701 N. Sacramento,(773) 265-7605,6772822
422,01/25/2014,FORD,VN,,GLD,S223266,IL,701 N. Sacramento,(773) 265-7605,6772823
423,01/25/2014,NISS,4D,,MAR,S163457,IL,10300 S. Doty,(773) 568-8495 ,2728362
424,01/25/2014,MERZ,LL,,SIL,A497196,IL,10300 S. Doty,(773) 568-8495 ,2728359
425,01/25/2014,BMW,LL,,GRY,9266546,IL,10300 S. Doty,(773) 568-8495 ,2728395
426,01/25/2014,PONT,4D,,BLU,H421949,IL,10300 S. Doty,(773) 568-8495 ,2728356
427,01/25/2014,VOLV,4D,,BLK,N727625,IL,10300 S. Doty,(773) 568-8495 ,2728355
428,01/25/2014,FORD,LL,,TAN,S682869,IL,10300 S. Doty,(773) 568-8495 ,2728478
429,01/25/2014,CHEV,LL,,BLK,S250574,IL,10300 S. Doty,(773) 568-8495 ,2728358
430,01/25/2014,NISS,4D,,BLK,L638495,IL,10300 S. Doty,(773) 568-8495 ,2728473
431,01/25/2014,VOLK,4D,,RED,6002287,IL,10300 S. Doty,(773) 568-8495 ,2728354
432,01/25/2014,BUIC,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495 ,2728352
433,01/25/2014,LEXS,4D,,TAN,P420757,IL,10300 S. Doty,(773) 568-8495 ,2728351
434,01/25/2014,SATR,4D,,BLK,5795477,IL,10300 S. Doty,(773) 568-8495 ,2728470
435,01/25/2014,CHEV,2D,,GRN,S108817,IL,10300 S. Doty,(773) 568-8495 ,2728350
436,01/25/2014,ACUR,4D,,BLK,R700377,IL,10300 S. Doty,(773) 568-8495 ,2728474
437,01/25/2014,FORD,LL,,SIL,R805648,IL,10300 S. Doty,(773) 568-8495 ,2728353
438,01/25/2014,MERZ,LL,,GRN,R757333,IL,701 N. Sacramento,(773) 265-7605,6772804
439,01/25/2014,CHEV,4D,,BLU,S112391,IL,10300 S. Doty,(773) 568-8495 ,2728347
440,01/25/2014,CHEV,4D,,BLK,R382162,IL,701 N. Sacramento,(773) 265-7605,6772795
441,01/25/2014,HOND,4D,,GRY,R934988,IL,701 N. Sacramento,(773) 265-7605,6772755
442,01/25/2014,LINC,4D,,GRY,X712416,IL,701 N. Sacramento,(773) 265-7605,6772751
443,01/25/2014,CHEV,4D,,WHI,S124240,IL,701 N. Sacramento,(773) 265-7605,6772752
444,01/25/2014,OLDS,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495 ,272831
445,01/25/2014,DODG,VN,,BLU,N659360,IL,10300 S. Doty,(773) 568-8495 ,2728327
446,01/25/2014,CHEV,4D,,RED,R805083,IL,10300 S. Doty,(773) 568-8495 ,2728340
447,01/25/2014,ISU,LL,,BLU,R185544,IL,10300 S. Doty,(773) 568-8495 ,2728339
448,01/25/2014,TOYT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495 ,2728335
449,01/25/2014,CHEV,2D,,WHI,N928191,IL,10300 S. Doty,(773) 568-8495 ,2728332
450,01/25/2014,CHEV,2D,,BLK,941P619,IL,10300 S. Doty,(773) 568-8495 ,2728468
451,01/25/2014,NISS,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495 ,2728466
452,01/25/2014,DODG,4D,,SIL,ND3675,IN,10300 S. Doty,(773) 568-8495 ,2728467
453,01/25/2014,PONT,4D,,,S189868,IL,10300 S. Doty,(773) 568-8495 ,2728465
454,01/25/2014,CHEV,4D,,WHI,P143411,IL,10300 S. Doty,(773) 568-8495 ,2728463
455,01/25/2014,BUIC,4D,,MAR,S869104,IL,10300 S. Doty,(773) 568-8495 ,2728459
456,01/25/2014,MITS,4D,,BLU,S124955,IL,10300 S. Doty,(773) 568-8495 ,2728456
457,01/25/2014,JEEP,LL,,GRY,DL831A,IL,701 N. Sacramento,(773) 265-7605,6772860
458,01/25/2014,JEEP,4D,,WHI,S449450,IL,701 N. Sacramento,(773) 265-7605,6772859
459,01/25/2014,HOND,2D,,BLU,5322849,IL,701 N. Sacramento,(773) 265-7605,6772858
460,01/25/2014,BUIC,2D,,LBL,585P877,IL,701 N. Sacramento,(773) 265-7605,6772855
461,01/25/2014,DODG,4D,,BLU,K288068,IL,701 N. Sacramento,(773) 265-7605,6772854
462,01/25/2014,MITS,LL,,MAR,S861361,IL,701 N. Sacramento,(773) 265-7605,6772746
463,01/25/2014,VOLK,4D,,GRY,9989249,IL,701 N. Sacramento,(773) 265-7605,6772745
464,01/25/2014,TOYT,4D,,TAN,9060863,IL,701 N. Sacramento,(773) 265-7605,6772744
465,01/25/2014,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6772743
466,01/25/2014,LINC,4D,,BLK,R313069,IL,701 N. Sacramento,(773) 265-7605,6772742
467,01/25/2014,CHEV,4D,,BLK,R749375,IL,701 N. Sacramento,(773) 265-7605,6772741
468,01/25/2014,FORD,4D,,WHI,R482291,IL,10300 S. Doty,(773) 568-8495 ,2728319
469,01/24/2014,CADI,4D,,GRY,254R165,IL,701 N. Sacramento,(773) 265-7605,6772738
470,01/24/2014,FORD,4D,,BRO,R712707,IL,701 N. Sacramento,(773) 265-7605,6772736
471,01/24/2014,CHEV,4D,,GLD,R879182,IL,701 N. Sacramento,(773) 265-7605,6772735
472,01/24/2014,CHEV,4D,,BLU,S228368,IL,10300 S. Doty,(773) 568-8495 ,2728314
473,01/24/2014,INFI,4D,,GRY,FUM9014,OH,10300 S. Doty,(773) 568-8495 ,2728313
474,01/24/2014,BUIC,4D,,SIL,N679422,IL,10300 S. Doty,(773) 568-8495 ,2728311
475,01/24/2014,JEEP,LL,TK,BLK,9256321,IL,10300 S. Doty,(773) 568-8495 ,2728309
476,01/24/2014,NISS,4D,,SIL,L569930,IL,10300 S. Doty,(773) 568-8495 ,2728310
477,01/24/2014,BUIC,4D,,WHI,S226031,IL,701 N. Sacramento,(773) 265-7605,6772733
478,01/24/2014,BUIC,4D,,BLU,L297479,IL,701 N. Sacramento,(773) 265-7605,6772732
479,01/24/2014,MERC,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6772730
480,01/24/2014,BUIC,4D,,WHI,P607293,IL,701 N. Sacramento,(773) 265-7605,6772729
481,01/24/2014,FORD,PK,,MAR,BWN3663,MI,701 N. Sacramento,(773) 265-7605,6772728
482,01/24/2014,TOYT,4D,,TAN,N643692,IL,10300 S. Doty,(773) 568-8495 ,2728241
483,01/24/2014,OLDS,4D,,BLU,L731400,IL,10300 S. Doty,(773) 568-8495 ,2728308
484,01/24/2014,FORD,VN,TK,WHI,,,10300 S. Doty,(773) 568-8495 ,2728307
485,01/24/2014,OLDS,VN,,RED,P430421,IL,10300 S. Doty,(773) 568-8495 ,2728230
486,01/24/2014,VOLK,LL,,GRN,P192956,IL,10300 S. Doty,(773) 568-8495 ,2728217
487,01/24/2014,FORD,LL,,SIL,S259863,IL,10300 S. Doty,(773) 568-8495 ,2728245
488,01/24/2014,FORD,PK,,WHI,N930310,IL,10300 S. Doty,(773) 568-8495 ,2728235
489,01/24/2014,CHEV,2T,,BLK,K151944,IL,10300 S. Doty,(773) 568-8495 ,2728306
490,01/24/2014,CHRY,2D,,GRN,,,10300 S. Doty,(773) 568-8495 ,2728211
491,01/24/2014,KIA,LL,TK,RED,L633558,IL,10300 S. Doty,(773) 568-8495 ,2728305
492,01/24/2014,FORD,LL,TK,WHI,N672593,IL,10300 S. Doty,(773) 568-8495 ,2728304
493,01/24/2014,FORD,LL,,GRY,R458661,IL,701 N. Sacramento,(773) 265-7605,6772697
494,01/24/2014,LINC,4D,,BLK,P410413,IL,701 N. Sacramento,(773) 265-7605,6772696
495,01/24/2014,HOND,2D,,GRN,N191965,IL,701 N. Sacramento,(773) 265-7605,6772688
496,01/24/2014,OLDS,4D,,WHI,N150586,IL,701 N. Sacramento,(773) 265-7605,6772681
497,01/24/2014,CHEV,4D,,BLK,S151434,IL,701 N. Sacramento,(773) 265-1846,1532078
498,01/24/2014,CHRY,VN,TC,SIL,2102650,IL,701 N. Sacramento,(773) 265-7605,6772666
499,01/24/2014,NISS,LL,,WHI,S846840,IL,701 N. Sacramento,(773) 265-7605,6772726
500,01/24/2014,GMC,VN,,WHI,R147978,IL,10300 S. Doty,(773) 568-8495 ,2728233
501,01/24/2014,TOYT,4D,,BLK,S720225,IL,701 N. Sacramento,(773) 265-7605,6772687
502,01/24/2014,FORD,VN,,GRN,2033730,IL,701 N. Sacramento,(773) 265-7605,6772699
503,01/24/2014,,,,,,IL,701 N. Sacramento,(773) 265-7605,6772700
504,01/24/2014,CHEV,VN,,WHI,1216851-,IL,10300 S. Doty,(773) 568-8495 ,2728302
505,01/24/2014,FORD,4D,,WHI,278104,IL,10300 S. Doty,(773) 568-8495 ,2728301
506,01/24/2014,CHRY,4D,,GRY,XWT995,IL,10300 S. Doty,(773) 568-8495 ,2728303
507,01/24/2014,NISS,4D,,BLU,P708304,IL,10300 S. Doty,(773) 785-9752,1714190
508,01/24/2014,TOYT,2D,,TAN,R413995,IL,10300 S. Doty,(773) 568-8495 ,2728246
509,01/24/2014,LINC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495 ,2728279
510,01/24/2014,FORD,LL,,BLK,R905700,IL,10300 S. Doty,(773) 568-8495 ,2728273
511,01/24/2014,OLDS,LL,,BLK,L342866,IL,10300 S. Doty,(773) 568-8495 ,2728284
512,01/24/2014,CHEV,LL,TK,BLK,949962,IL,10300 S. Doty,(773) 568-8495 ,2728336
513,01/24/2014,OLDS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1532077
514,01/24/2014,SUBA,SW,,GRN,S327538,IL,701 N. Sacramento,(773) 265-1846,1532076
515,01/24/2014,CADI,4D,,BLU,N917965,IL,10300 S. Doty,(773) 568-8495 ,2728297
516,01/24/2014,LEXS,4D,,TAN,L606506,IL,10300 S. Doty,(773) 568-8495 ,2728296
517,01/24/2014,GMC,LL,,WHI,877N482,IL,10300 S. Doty,(773) 568-8495 ,2728294
518,01/24/2014,CHEV,LL,,TAN,VIK796,IN,10300 S. Doty,(773) 568-8495 ,2728293
519,01/24/2014,OLDS,4D,,MAR,N929908,IL,10300 S. Doty,(773) 568-8495 ,2728290
520,01/24/2014,TOYT,4D,,BLK,N762107,IL,10300 S. Doty,(773) 568-8495 ,2728285
521,01/24/2014,PONT,LL,,WHI,N792563,IL,10300 S. Doty,(773) 568-8495 ,2728215
522,01/24/2014,CHRY,LL,,WHI,R226149,IL,10300 S. Doty,(773) 568-8495 ,2728283
523,01/24/2014,DODG,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495 ,2728282
524,01/24/2014,FORD,4D,,MAR,L684776,IL,10300 S. Doty,(773) 568-8495 ,2728289
525,01/24/2014,NISS,4D,,BLU,R818405,IL,10300 S. Doty,(773) 568-8495 ,2728288
526,01/24/2014,NISS,4D,,TAN,N755563,IL,10300 S. Doty,(773) 568-8495 ,2728287
527,01/24/2014,TOYT,4D,,BLK,N651102,IL,10300 S. Doty,(773) 568-8495 ,2728286
528,01/24/2014,TOYT,4D,,BLK,N651102,IL,10300 S. Doty,(773) 568-8495 ,2728286
529,01/24/2014,CHRY,4D,,GRY,BMF1419,GA,10300 S. Doty,(773) 568-8495 ,2728281
530,01/24/2014,PONT,2D,,WHI,P299498,IL,10300 S. Doty,(773) 568-8495 ,2728272
531,01/24/2014,FORD,LL,,RED,R425722,IL,701 N. Sacramento,(773) 265-7605,6772692
532,01/24/2014,FORD,VN,,WHI,N769307,IL,10300 S. Doty,(773) 568-8495 ,2728280
533,01/24/2014,CHEV,LL,,GRN,R494938,IL,10300 S. Doty,(773) 568-8495 ,2728278
534,01/24/2014,VOLV,4D,,SIL,N102369,IL,10300 S. Doty,(773) 568-8495 ,2728276
535,01/24/2014,MAZD,VN,,SIL,K537633,IL,10300 S. Doty,(773) 568-8495 ,2728270
